duration,protocol,service,src_bytes,dst_bytes,packet_size,src_packets,dst_packets,login_attempts,attack_type
24,udp,dns,4812,3982,1138,7,19,7,attack
3,udp,ftp,2577,1901,180,33,30,7,attack
19,tcp,dns,2438,3409,1020,26,6,8,attack
51,icmp,dns,4059,2235,422,20,4,3,attack
52,udp,ssh,156,96,1364,11,49,9,attack
46,udp,ssh,1000,872,941,31,32,1,normal
5,tcp,ssh,1550,2032,759,43,43,7,attack
8,icmp,ssh,3078,1720,1154,28,24,9,attack
27,udp,ftp,3667,3320,543,9,47,8,attack
54,tcp,dns,4275,2060,534,3,41,9,attack
32,icmp,ssh,2240,3975,353,26,23,7,attack
13,tcp,http,2310,374,180,41,5,3,attack
37,icmp,dns,2975,1958,1231,39,30,9,attack
40,udp,dns,4112,354,1477,26,46,10,attack
11,icmp,ftp,3547,875,1341,46,46,9,attack
26,udp,ssh,4504,3446,1342,3,21,10,attack
32,udp,ssh,605,1943,1031,38,19,3,attack
35,tcp,http,3475,2235,211,41,3,0,attack
40,udp,http,4255,607,1156,7,37,9,attack
51,udp,ssh,3719,865,136,23,11,8,attack
14,udp,ssh,2076,1862,1228,30,46,5,normal
4,udp,ssh,3829,252,707,28,30,8,attack
54,tcp,http,848,149,479,43,10,5,attack
1,icmp,http,3124,1138,1089,36,9,8,attack
42,icmp,ftp,1086,1819,1499,12,42,7,attack
6,tcp,dns,3066,160,912,9,4,1,normal
37,icmp,dns,4161,2683,559,30,32,5,attack
40,icmp,dns,620,1139,1028,25,5,9,attack
23,icmp,http,1518,2252,658,16,50,2,normal
28,udp,http,3236,2112,1392,5,9,0,attack
13,tcp,ssh,2890,3992,798,46,45,5,attack
54,tcp,dns,1785,735,1273,32,45,7,attack
2,udp,dns,1261,3335,973,33,21,7,attack
58,icmp,dns,4201,425,170,20,21,2,normal
28,udp,dns,2695,2572,1018,31,33,10,attack
23,tcp,dns,4498,922,1259,44,25,6,attack
42,icmp,http,2416,2866,453,50,11,6,attack
51,tcp,http,3132,3045,234,34,8,8,attack
30,udp,http,4727,549,231,18,8,7,attack
55,udp,ftp,295,2942,1480,46,11,7,attack
13,tcp,ftp,3223,2557,468,25,48,2,attack
20,tcp,ssh,2078,3329,1376,31,46,2,normal
47,tcp,http,219,3900,1464,25,39,2,normal
60,tcp,ssh,4918,2666,1287,15,35,4,attack
1,tcp,http,261,222,391,24,45,7,attack
34,tcp,ssh,815,2160,196,37,45,5,attack
47,tcp,ftp,2876,2449,944,10,19,6,attack
41,udp,http,3768,2067,786,30,27,7,attack
32,udp,ssh,3107,340,759,5,14,3,normal
40,tcp,ftp,2818,1950,1487,9,30,7,attack
40,udp,dns,1944,472,402,27,1,6,attack
32,icmp,ssh,2472,2788,1177,29,29,7,attack
20,icmp,http,370,963,833,24,6,10,attack
10,icmp,ssh,526,656,1143,28,14,10,attack
58,tcp,http,585,1992,1259,22,6,10,attack
41,udp,http,4638,3802,244,43,26,4,attack
38,udp,http,2555,118,437,42,28,5,attack
30,udp,http,2070,1357,570,47,22,5,attack
10,tcp,dns,3151,3729,988,23,31,8,attack
44,tcp,ftp,2677,1838,580,12,16,2,normal
9,icmp,ftp,1180,1302,1173,5,34,3,normal
54,udp,dns,3544,1505,128,43,22,5,attack
16,icmp,ssh,4020,460,1293,31,7,1,normal
59,udp,ssh,3766,315,1081,23,49,10,attack
27,tcp,dns,4764,1086,545,49,13,10,attack
27,icmp,ftp,2112,181,165,11,50,5,normal
58,icmp,dns,1454,359,943,45,41,0,attack
32,tcp,ftp,2295,513,511,19,31,6,attack
1,icmp,ftp,640,1034,1282,36,45,1,attack
28,tcp,ftp,2009,690,375,32,13,1,normal
36,icmp,http,1762,3761,938,46,36,5,attack
7,icmp,dns,1802,1696,349,25,14,9,attack
59,tcp,ssh,4364,1332,872,49,12,2,attack
55,tcp,http,580,2174,972,21,1,6,attack
15,udp,ftp,186,3974,665,2,33,7,attack
47,udp,ftp,1571,2504,539,42,32,1,attack
26,tcp,ssh,1486,1477,634,16,15,10,attack
56,udp,dns,3364,653,1440,7,2,1,normal
1,tcp,dns,3734,1808,138,14,3,2,normal
32,icmp,http,299,1249,1395,40,27,7,attack
42,udp,ftp,1107,1434,942,18,16,7,attack
2,icmp,http,4565,430,1213,46,46,9,attack
25,tcp,http,2833,2550,1114,22,21,1,normal
15,tcp,dns,2799,3785,1082,13,38,0,normal
44,tcp,dns,2973,562,1466,35,46,10,attack
39,tcp,ftp,4050,529,1209,16,29,0,normal
24,icmp,http,3746,3969,897,39,35,1,attack
40,udp,ssh,3839,1699,684,3,12,4,normal
44,udp,http,2755,3429,183,29,36,2,normal
47,tcp,ftp,3042,1982,1235,48,2,9,attack
47,icmp,ssh,2303,3239,926,10,18,1,normal
40,icmp,http,487,3947,1008,50,46,7,attack
4,tcp,ssh,2878,2206,489,5,6,10,attack
23,tcp,http,473,2185,1050,11,10,2,normal
26,tcp,http,3723,194,1182,38,24,5,attack
10,icmp,ssh,3484,1320,1117,38,46,10,attack
41,udp,ftp,2487,2785,1374,16,33,3,normal
56,icmp,ssh,3566,1519,1445,41,14,8,attack
10,icmp,http,4279,3700,703,3,9,1,attack
33,udp,ftp,129,3635,838,29,39,6,attack
18,tcp,http,1972,886,206,13,4,5,normal
40,icmp,http,3493,709,903,26,5,7,attack
4,udp,ftp,2627,3045,343,17,35,5,normal
10,tcp,ftp,323,3551,858,28,8,3,normal
16,icmp,dns,4288,184,388,39,34,3,attack
1,icmp,dns,1701,2108,1489,8,46,4,normal
24,icmp,ftp,1626,3272,1265,15,30,9,attack
44,tcp,ftp,2607,689,820,32,16,3,normal
28,icmp,ssh,1859,1868,502,10,8,10,attack
24,tcp,dns,3131,1478,380,24,16,10,attack
38,tcp,http,909,2571,251,30,5,10,attack
50,tcp,dns,2817,2552,503,26,24,7,attack
30,tcp,http,2915,1916,1147,10,49,6,attack
49,tcp,ssh,1451,932,777,15,25,5,normal
44,udp,http,4945,1865,1391,43,7,4,attack
56,udp,ssh,3978,1718,519,47,48,0,attack
54,icmp,ssh,955,1729,597,10,17,7,attack
31,icmp,http,2606,1632,231,6,50,8,attack
16,icmp,http,1034,1428,1356,46,18,10,attack
16,tcp,http,1766,3489,255,50,16,0,attack
43,udp,dns,4119,3653,999,6,11,4,attack
14,icmp,http,420,1033,861,33,22,5,normal
5,tcp,http,3973,571,955,45,8,8,attack
14,udp,ssh,1615,246,1485,26,33,3,normal
58,icmp,ssh,3903,683,1240,43,3,3,attack
17,udp,dns,3493,1293,520,28,35,7,attack
11,udp,ftp,3437,3938,573,8,42,7,attack
19,udp,dns,4913,3317,1160,18,4,3,attack
57,icmp,http,1741,2837,1174,42,32,5,attack
37,udp,ftp,4053,1856,1221,1,37,3,normal
20,udp,http,612,3843,1069,49,23,10,attack
6,icmp,dns,2124,3818,243,47,41,1,attack
31,icmp,http,383,2929,212,15,31,4,normal
27,tcp,dns,1999,3689,980,33,15,5,normal
53,icmp,ssh,586,2042,472,19,15,6,attack
15,tcp,http,3704,1864,239,29,42,6,attack
41,tcp,http,1486,436,1303,29,15,6,attack
51,tcp,dns,326,2934,683,44,24,10,attack
23,udp,ftp,1180,1105,857,4,17,2,normal
12,tcp,ssh,1191,1191,928,2,25,0,normal
23,tcp,http,1791,3940,175,29,18,6,attack
43,tcp,dns,4651,1774,949,18,22,0,normal
8,udp,ssh,4636,2583,1471,20,31,10,attack
10,icmp,http,1446,542,885,40,16,10,attack
12,icmp,ftp,4953,2332,273,43,20,6,attack
28,tcp,dns,1755,607,985,4,20,3,normal
8,tcp,ssh,4234,2017,737,33,23,9,attack
14,udp,ssh,1006,123,195,17,40,0,normal
18,tcp,ssh,4182,1855,1249,3,16,0,normal
11,tcp,ftp,2189,2174,947,19,10,9,attack
22,icmp,ssh,4373,1926,1143,1,36,4,normal
1,tcp,ftp,4263,3843,918,46,47,7,attack
46,udp,http,3843,1820,598,49,30,10,attack
18,udp,ftp,4955,1208,1273,50,28,2,attack
34,tcp,dns,4419,3156,996,1,49,2,attack
12,udp,http,2452,843,645,3,39,9,attack
39,icmp,ftp,154,1709,1014,31,2,8,attack
17,tcp,ftp,3177,1763,581,38,35,1,attack
26,icmp,http,2851,3274,477,32,39,6,attack
38,udp,dns,3498,1034,1414,22,15,3,normal
28,icmp,ftp,1061,902,165,32,11,2,normal
21,udp,http,4338,1982,1103,14,50,6,attack
23,icmp,http,2034,2626,596,7,31,8,attack
16,icmp,dns,196,2623,310,43,10,10,attack
21,udp,http,916,1286,753,12,26,7,attack
21,tcp,ftp,3786,589,412,29,33,5,normal
13,icmp,ssh,4970,3297,1493,40,45,7,attack
39,tcp,ssh,1777,3883,1181,1,15,5,normal
34,tcp,dns,2155,819,1066,7,32,5,normal
47,icmp,http,4324,3227,129,2,24,5,attack
24,udp,dns,1805,2922,792,45,19,6,attack
40,icmp,http,2492,3914,1013,46,10,4,attack
2,udp,ftp,1399,3081,766,36,42,4,attack
13,tcp,ssh,2240,160,552,9,17,3,normal
15,tcp,ssh,207,2182,945,10,30,5,normal
52,icmp,http,3108,2878,1057,22,5,7,attack
31,udp,ftp,4185,2646,266,11,21,6,attack
17,icmp,ssh,4179,2528,1108,41,41,5,attack
36,udp,ftp,3983,3351,402,18,9,8,attack
26,tcp,ftp,3895,798,1007,33,7,2,normal
4,tcp,ssh,605,2546,1050,17,10,5,normal
13,udp,http,3011,3783,1299,5,34,3,attack
5,icmp,ftp,3394,334,1316,7,22,8,attack
20,udp,ftp,1498,327,762,40,31,2,attack
23,icmp,ftp,613,661,437,11,13,5,normal
57,tcp,dns,3346,1537,169,41,20,0,attack
35,tcp,dns,2467,2092,434,14,15,1,normal
27,udp,ftp,2560,462,1477,34,5,2,normal
9,tcp,http,849,2360,727,45,13,7,attack
12,udp,ssh,521,3088,639,38,34,2,attack
31,tcp,ftp,2047,1414,1014,3,13,4,normal
55,tcp,dns,3544,1307,332,7,17,9,attack
51,tcp,ftp,4861,3421,908,30,38,2,attack
7,icmp,ssh,2011,742,736,16,15,3,normal
44,icmp,http,573,3056,1330,5,44,7,attack
43,icmp,dns,3888,3478,351,30,30,2,attack
30,icmp,dns,2931,3800,1309,16,29,4,normal
59,tcp,ssh,2668,1294,1391,2,29,2,normal
59,tcp,ssh,123,1943,1482,44,42,7,attack
16,tcp,ssh,232,3576,905,17,17,2,normal
52,icmp,dns,1867,2784,1048,9,22,0,normal
28,icmp,http,1185,3989,643,47,8,3,attack
55,udp,ftp,2591,1392,797,41,8,10,attack
25,icmp,dns,3213,2891,396,48,1,7,attack
59,icmp,ssh,2406,2172,1248,5,45,4,normal
10,udp,ftp,4263,2145,222,15,13,4,attack
22,tcp,dns,1505,1792,596,24,14,8,attack
28,udp,ssh,4973,2207,599,19,26,2,attack
15,icmp,ftp,1729,3265,1169,1,45,3,normal
22,tcp,ftp,819,2980,1408,27,37,7,attack
29,udp,ssh,4519,2056,251,34,11,7,attack
11,icmp,dns,3612,2238,190,27,35,3,attack
14,icmp,http,4767,507,482,3,18,3,normal
57,tcp,ssh,1044,1477,1085,7,45,1,normal
1,icmp,ssh,591,3571,870,16,17,2,normal
23,udp,ftp,4701,465,1041,21,10,9,attack
5,icmp,ssh,374,108,1049,38,36,4,attack
28,tcp,http,119,3338,1422,43,14,1,attack
47,tcp,dns,3164,2491,1060,15,34,10,attack
53,icmp,ftp,3890,2065,565,17,31,6,attack
28,udp,ftp,961,3008,1418,36,4,8,attack
39,udp,ftp,1386,3689,259,25,37,3,normal
54,udp,ftp,3638,1724,343,38,33,9,attack
15,icmp,ssh,3529,3079,815,29,11,1,attack
39,udp,ftp,231,362,1128,13,4,9,attack
51,tcp,dns,4720,1690,122,11,3,8,attack
26,udp,dns,4549,3543,167,21,35,1,attack
40,icmp,ssh,1343,790,1341,32,39,8,attack
7,icmp,http,2219,2074,395,33,31,7,attack
13,icmp,ftp,3906,1095,1085,3,7,6,attack
19,icmp,ssh,948,2679,378,18,19,1,normal
8,tcp,ftp,1523,3774,1035,16,8,4,normal
29,icmp,dns,3836,908,1056,2,49,8,attack
54,tcp,http,497,3475,1283,18,3,3,normal
44,tcp,http,1937,3964,1066,19,4,5,normal
32,tcp,ftp,3841,153,396,5,44,4,normal
11,tcp,ssh,1660,3682,909,39,7,9,attack
30,icmp,http,3424,2892,988,6,15,8,attack
36,icmp,ftp,271,2547,1040,37,49,1,attack
24,icmp,ssh,515,827,717,19,37,6,attack
56,tcp,ssh,776,3800,1430,38,22,4,attack
7,udp,ssh,3809,678,1377,23,26,3,normal
18,udp,http,3035,870,122,14,16,6,attack
47,udp,ftp,2676,2227,160,23,46,2,normal
2,icmp,http,718,260,525,12,24,4,normal
52,tcp,http,1110,2001,1059,11,35,3,normal
49,tcp,http,1347,3116,1149,38,20,10,attack
37,icmp,ftp,2333,1666,991,40,45,8,attack
13,udp,ftp,563,1406,844,10,25,6,attack
22,icmp,ftp,2984,2600,1210,26,11,9,attack
29,udp,http,222,1521,258,23,22,1,normal
59,udp,dns,4882,3388,445,39,14,8,attack
21,icmp,http,1080,156,526,13,35,2,normal
38,tcp,ssh,1170,1910,424,34,13,6,attack
46,icmp,http,1906,1605,1249,16,41,8,attack
38,tcp,dns,4264,2716,1446,9,35,0,attack
22,udp,ssh,2070,1902,1288,8,22,4,normal
3,udp,http,1621,1316,814,21,6,3,normal
50,udp,dns,4794,3682,784,23,5,7,attack
32,udp,dns,3563,218,1197,36,8,1,attack
37,icmp,ftp,275,3043,908,22,34,7,attack
34,tcp,http,1635,806,753,25,13,7,attack
25,tcp,ssh,3515,3856,557,30,25,10,attack
3,icmp,ftp,3735,3382,633,11,41,9,attack
40,icmp,ftp,4333,528,331,4,13,10,attack
5,udp,http,2835,925,1377,19,20,0,normal
50,udp,dns,2068,3201,242,45,21,1,attack
60,icmp,ssh,3785,3327,978,25,34,2,attack
15,icmp,ssh,1415,758,1269,30,23,4,normal
28,udp,dns,1813,3822,1459,47,21,5,attack
9,tcp,ssh,1240,3248,389,8,41,6,attack
36,icmp,ssh,772,2080,1043,31,4,8,attack
7,udp,ftp,2742,2736,511,38,27,7,attack
36,tcp,ftp,1023,1751,1276,32,31,10,attack
58,udp,http,480,2767,1155,19,38,4,normal
4,tcp,http,2938,2255,781,10,27,9,attack
43,tcp,ftp,2355,2984,1319,33,2,3,normal
6,tcp,dns,3883,1890,253,42,47,0,attack
26,udp,dns,3755,1720,1351,13,1,2,normal
36,tcp,http,493,1856,1015,3,48,6,attack
33,udp,ftp,3654,561,594,14,10,9,attack
11,udp,dns,2172,3792,507,4,4,5,normal
25,icmp,dns,148,2151,1475,18,6,8,attack
5,icmp,http,827,345,900,49,24,1,attack
59,udp,http,3241,3173,1392,20,40,1,attack
55,tcp,http,774,3652,461,2,36,6,attack
31,udp,http,2442,753,1443,7,21,2,normal
53,icmp,dns,4736,3613,834,30,33,2,attack
32,udp,ssh,1845,875,551,36,3,6,attack
60,icmp,dns,2627,2710,1318,11,42,0,normal
45,tcp,ftp,4155,932,479,42,24,4,attack
38,udp,http,1677,1760,1476,2,28,0,normal
32,icmp,http,496,1729,251,8,45,1,normal
2,tcp,ssh,4087,3546,166,13,5,6,attack
18,udp,http,2421,2979,1181,27,48,7,attack
41,tcp,ftp,3871,2133,1088,2,39,10,attack
35,tcp,http,4181,3337,110,16,47,3,attack
10,tcp,dns,2493,3396,791,10,21,0,normal
31,icmp,ssh,1833,3303,1060,13,12,4,normal
1,udp,http,4770,1500,1488,37,24,8,attack
53,tcp,ftp,1424,496,1080,23,2,9,attack
43,udp,ssh,4973,1001,265,38,17,2,attack
18,icmp,http,1896,388,713,6,48,3,normal
54,udp,http,2809,1247,1065,24,45,10,attack
13,udp,http,3257,1398,912,28,49,3,normal
28,udp,dns,2918,2258,1376,32,33,1,normal
26,tcp,ftp,2874,3539,129,6,42,6,attack
35,tcp,ssh,3340,674,1352,15,31,10,attack
42,tcp,ftp,3583,3870,817,46,25,5,attack
17,tcp,dns,3138,186,1080,37,14,2,attack
3,icmp,ftp,4122,3144,1463,1,13,3,attack
45,udp,ftp,3027,324,921,24,13,3,normal
25,udp,http,281,1854,1425,8,38,7,attack
33,tcp,http,412,1109,1302,50,11,3,attack
40,udp,ftp,1607,781,607,33,29,9,attack
41,tcp,ftp,1422,3432,295,49,1,9,attack
59,udp,ssh,1307,1608,745,47,23,4,attack
33,udp,dns,2716,621,1486,37,4,7,attack
60,icmp,ftp,951,2359,1355,39,25,1,attack
27,icmp,dns,3058,1129,396,6,26,6,attack
25,icmp,http,499,1866,338,21,18,9,attack
37,udp,ssh,732,2940,404,1,46,8,attack
60,udp,ssh,2762,174,722,3,9,10,attack
55,udp,ftp,4886,1191,1362,28,22,6,attack
53,tcp,ftp,2903,435,392,41,23,7,attack
11,udp,dns,2272,2878,216,16,33,6,attack
36,udp,ftp,1632,2550,535,45,27,3,attack
40,icmp,dns,102,151,352,9,24,4,normal
31,tcp,ssh,560,246,614,46,49,10,attack
23,icmp,dns,2734,2079,153,32,8,2,normal
22,tcp,dns,3921,3270,373,26,28,0,attack
16,udp,ssh,4259,441,306,32,42,1,normal
1,udp,ssh,2203,1222,520,26,47,1,normal
3,icmp,dns,2776,683,1047,34,31,7,attack
21,udp,ftp,845,1671,535,26,8,9,attack
58,tcp,dns,1521,579,567,5,3,7,attack
58,tcp,ftp,605,3285,1196,17,12,7,attack
57,tcp,http,1392,638,480,9,11,0,normal
20,icmp,ssh,1581,1791,492,27,16,9,attack
32,icmp,ssh,3263,3397,781,4,29,3,attack
24,udp,dns,1612,2406,601,32,29,7,attack
45,udp,ftp,2595,2780,697,7,1,5,normal
50,udp,dns,4943,408,1154,27,7,3,normal
39,udp,ssh,4247,181,531,33,40,6,attack
20,tcp,http,4928,2208,518,37,43,4,attack
41,tcp,dns,2831,3432,695,49,10,5,attack
27,udp,http,4935,1547,861,2,2,4,normal
48,tcp,dns,1716,2369,1213,22,38,9,attack
26,tcp,ftp,3516,1614,997,8,9,4,normal
44,udp,ftp,607,1896,1437,31,1,0,normal
33,udp,ssh,2031,587,1260,44,10,6,attack
47,tcp,dns,614,69,953,22,34,3,normal
60,icmp,dns,1418,204,856,23,5,8,attack
22,tcp,ssh,2961,1675,391,1,33,3,normal
27,icmp,http,559,2896,1192,35,34,0,normal
42,tcp,dns,1713,3198,1405,50,14,1,attack
38,tcp,ftp,3132,297,734,46,9,3,attack
10,tcp,http,2691,3618,1249,8,32,2,normal
23,tcp,dns,987,486,993,21,48,9,attack
18,icmp,http,4865,2590,315,8,22,4,attack
6,tcp,ssh,1688,1862,276,26,46,8,attack
10,icmp,ftp,2672,2072,557,42,37,4,attack
17,icmp,ftp,332,692,1186,33,7,8,attack
19,icmp,http,3795,2510,1096,21,35,9,attack
23,icmp,dns,4420,1041,1155,9,21,7,attack
53,icmp,http,3021,3927,290,28,5,8,attack
9,udp,ssh,3324,3552,354,26,21,9,attack
48,udp,ftp,1370,1129,1059,10,35,7,attack
19,tcp,http,865,2835,906,27,21,10,attack
23,icmp,dns,4377,3092,1082,18,26,5,attack
28,icmp,ftp,239,3737,294,32,8,7,attack
9,icmp,ssh,331,121,1161,40,37,2,attack
19,icmp,dns,3526,2322,1184,13,30,8,attack
46,tcp,ssh,3626,3289,966,8,49,3,attack
27,udp,ftp,529,1342,1418,19,27,7,attack
17,icmp,dns,652,110,767,48,49,2,attack
26,icmp,ssh,290,2274,1106,44,4,7,attack
7,tcp,http,525,2588,1011,15,33,0,normal
46,icmp,ssh,2202,1777,1339,8,41,1,normal
32,udp,ssh,2235,2268,237,13,23,4,normal
57,udp,dns,154,288,1376,24,31,1,normal
14,udp,ssh,3537,900,985,12,42,5,normal
4,tcp,ssh,4611,1127,965,2,25,6,attack
15,udp,http,206,2803,570,40,40,1,attack
12,udp,ssh,3577,2886,922,38,9,3,attack
39,udp,ssh,1702,3551,510,1,28,6,attack
49,icmp,dns,385,3323,128,18,37,2,normal
37,tcp,http,2876,3551,598,23,48,1,normal
55,udp,http,115,3224,1209,15,24,4,normal
52,tcp,http,4322,245,462,28,17,8,attack
33,icmp,http,4983,2938,304,18,10,1,attack
39,icmp,http,286,741,1104,9,47,5,normal
29,tcp,dns,1323,1478,728,28,48,1,normal
23,udp,dns,4375,1649,206,43,10,9,attack
40,tcp,dns,3262,2645,847,35,15,8,attack
48,udp,ftp,1288,3223,1302,43,38,10,attack
16,tcp,dns,589,1481,592,19,39,4,normal
14,udp,dns,1229,1335,150,24,42,7,attack
41,udp,http,1434,3272,1253,5,6,10,attack
22,icmp,http,1570,3918,677,37,22,1,attack
53,udp,ssh,1950,988,1400,18,29,10,attack
32,udp,ssh,1779,2774,1378,38,2,6,attack
38,udp,ssh,2916,2327,989,21,12,10,attack
18,tcp,ssh,3790,1702,966,14,31,0,normal
19,udp,http,1954,3843,675,4,15,8,attack
11,tcp,dns,1791,2104,927,24,44,7,attack
19,tcp,ftp,2687,1575,750,6,2,10,attack
52,icmp,ftp,2635,3894,755,29,36,2,normal
55,tcp,ftp,193,3445,746,9,21,8,attack
15,udp,ssh,550,233,1275,11,35,10,attack
31,icmp,http,1253,3450,645,27,30,9,attack
3,icmp,ftp,4025,3304,669,40,29,0,attack
25,tcp,ftp,2465,2205,845,23,32,2,normal
53,udp,ssh,3825,328,690,40,1,8,attack
3,icmp,ftp,3592,3564,345,19,2,9,attack
56,udp,http,4823,2310,222,34,38,1,attack
49,icmp,ssh,1124,1557,319,43,13,9,attack
12,tcp,http,3447,2502,713,25,2,1,attack
50,udp,ssh,1450,2270,842,4,49,6,attack
58,icmp,dns,795,3202,1425,46,21,9,attack
50,udp,http,1911,562,921,33,31,9,attack
8,tcp,ssh,1325,2524,243,39,11,5,attack
60,udp,dns,4561,3092,136,35,17,9,attack
12,udp,ssh,4460,234,1141,32,50,10,attack
48,udp,http,4800,1138,1343,10,30,9,attack
25,icmp,ssh,1184,3447,382,3,43,6,attack
37,udp,dns,1356,2783,1323,50,40,1,attack
43,icmp,ftp,2329,2056,1361,7,17,1,normal
38,tcp,http,3887,1434,757,35,38,3,normal
16,tcp,http,2310,2027,1063,50,31,0,attack
7,tcp,ssh,4235,3480,1168,49,30,4,attack
10,icmp,dns,2513,214,1412,16,34,8,attack
51,icmp,ftp,2619,3091,293,29,17,6,attack
3,udp,http,2911,2788,303,30,12,0,normal
43,udp,http,2466,2994,1063,3,31,8,attack
58,udp,dns,4867,2020,481,37,49,8,attack
10,tcp,dns,4093,2181,922,24,34,8,attack
27,tcp,http,1365,573,929,11,15,4,normal
23,tcp,http,2452,3779,676,44,7,1,attack
35,udp,http,649,1099,267,9,38,10,attack
41,tcp,dns,3087,909,1415,46,33,5,attack
33,icmp,dns,3906,3092,398,7,26,8,attack
54,icmp,http,1093,2150,784,18,5,4,normal
31,tcp,http,3008,727,912,8,17,3,normal
23,udp,http,1535,3099,501,10,8,1,normal
55,tcp,ftp,2441,503,1019,46,1,6,attack
52,tcp,ftp,4914,1009,392,41,25,10,attack
58,icmp,http,1536,2302,585,9,24,6,attack
23,udp,ssh,3454,3025,641,26,24,6,attack
4,icmp,ftp,3651,1707,942,13,25,3,normal
4,icmp,http,211,2193,404,12,17,10,attack
35,tcp,ssh,2574,2770,931,44,14,5,attack
6,udp,ftp,1473,3735,823,32,10,3,normal
25,udp,ftp,1123,1873,441,26,44,4,normal
21,udp,http,1121,2245,327,1,13,2,normal
12,tcp,dns,1573,2659,394,49,41,0,attack
52,udp,dns,275,3716,1453,40,45,10,attack
9,icmp,ssh,4867,2501,1262,33,6,10,attack
10,udp,http,4069,2484,704,43,34,8,attack
35,udp,dns,4353,3330,208,35,10,5,attack
17,udp,ftp,3952,1979,575,38,1,8,attack
23,tcp,http,3710,467,479,43,43,7,attack
1,tcp,http,4781,2709,388,32,7,9,attack
55,icmp,dns,2417,3730,572,3,45,1,normal
4,icmp,dns,4108,118,1105,17,3,0,normal
28,icmp,ftp,3937,2905,571,40,11,7,attack
46,icmp,ftp,4005,3651,1060,16,19,1,attack
7,icmp,http,3429,1326,1352,13,50,3,normal
44,tcp,ssh,1871,2291,243,42,26,1,attack
3,udp,http,4274,2333,191,11,5,9,attack
41,icmp,ssh,4366,529,737,35,3,8,attack
23,udp,dns,915,2845,1461,44,25,5,attack
25,icmp,http,4493,2726,622,34,4,8,attack
23,icmp,http,1260,3921,698,17,4,2,normal
36,tcp,ssh,1712,3332,992,7,7,9,attack
44,tcp,http,3957,2604,1132,40,4,3,attack
52,udp,ftp,3321,3539,368,16,48,6,attack
32,tcp,http,3641,3795,1180,29,32,8,attack
51,udp,ssh,4640,1878,418,21,48,8,attack
17,tcp,http,3325,2451,870,1,20,2,attack
30,tcp,ssh,2879,3637,800,17,4,7,attack
56,tcp,http,2193,2646,491,43,19,9,attack
37,tcp,dns,225,1799,501,9,14,0,normal
50,udp,ssh,4281,296,867,34,34,5,normal
21,tcp,ssh,361,1512,264,29,15,4,normal
49,udp,ftp,1830,2572,1178,5,12,2,normal
36,icmp,ftp,912,1018,1402,33,19,1,normal
45,udp,ftp,448,2067,230,36,32,2,attack
1,udp,ssh,687,1070,366,20,35,1,normal
13,icmp,dns,274,3075,1414,7,1,4,normal
27,icmp,ssh,4207,884,610,25,33,4,normal
24,tcp,dns,3809,817,430,12,41,6,attack
11,icmp,ssh,4920,1738,918,31,27,0,normal
21,tcp,ssh,1276,3815,1121,35,50,1,normal
3,icmp,dns,516,1241,1447,48,25,9,attack
17,udp,ssh,155,1120,533,12,41,8,attack
17,udp,dns,1314,3462,790,25,33,5,normal
43,tcp,http,1384,187,810,35,24,8,attack
18,icmp,dns,769,396,437,29,29,6,attack
28,icmp,ssh,534,1815,1474,39,41,7,attack
58,udp,http,4020,1674,314,21,29,8,attack
19,udp,dns,4527,1113,1478,50,35,10,attack
46,tcp,http,1664,3989,1496,33,11,4,normal
60,tcp,dns,2824,3938,715,17,41,3,normal
44,tcp,http,235,3574,1150,48,17,5,attack
2,udp,ssh,1435,3073,591,39,21,9,attack
47,icmp,ssh,1708,1570,406,15,49,3,normal
49,udp,ftp,4443,1795,1494,18,24,3,normal
31,udp,ssh,1345,3423,992,46,33,9,attack
4,udp,http,878,880,195,13,31,6,attack
53,tcp,dns,2896,387,775,29,7,6,attack
59,udp,dns,3858,1244,1320,2,9,2,normal
8,udp,ssh,847,2353,342,4,37,3,normal
14,tcp,ssh,594,2950,527,29,43,1,normal
35,icmp,http,223,2638,691,48,19,5,attack
16,icmp,ftp,3167,3561,1037,26,9,6,attack
36,udp,http,318,812,311,20,42,3,normal
49,tcp,ftp,1956,1603,1100,21,6,8,attack
7,udp,ssh,587,3146,1392,16,35,7,attack
36,udp,dns,1685,2784,1482,1,18,9,attack
15,icmp,ftp,2112,741,1215,38,30,10,attack
3,tcp,ftp,2161,2471,489,39,28,7,attack
49,icmp,http,3537,3102,903,5,30,0,attack
32,tcp,dns,4760,214,1239,36,34,0,attack
26,tcp,dns,283,211,506,13,40,7,attack
17,icmp,ssh,3792,2341,480,22,50,2,attack
60,icmp,http,3303,2728,1491,44,13,1,attack
55,udp,ftp,4070,3908,1167,38,5,3,attack
17,tcp,ssh,2801,1197,1290,26,26,5,normal
54,icmp,dns,1755,1478,158,50,10,7,attack
50,icmp,ftp,811,1209,356,11,16,8,attack
9,icmp,ftp,2976,3636,838,11,28,1,normal
58,tcp,ssh,676,1422,948,43,40,4,attack
41,udp,ssh,4099,3119,796,28,40,7,attack
60,udp,dns,3348,738,944,5,36,6,attack
31,tcp,ftp,3681,1848,582,24,9,1,normal
9,udp,ssh,3024,3427,1167,17,46,8,attack
59,icmp,ftp,2392,2096,154,41,46,3,attack
10,udp,http,1182,1187,472,3,43,10,attack
9,icmp,http,1278,827,389,14,22,7,attack
52,udp,ssh,900,2096,990,17,30,9,attack
